DateTime,10RH-V,10RV-V,11RV-V,1RV-V,2RH-V,5RV-V,9RV-V
2026-05-22 10:04:00,2.11,2.12627,2.16815,11.05819,4.32174,3.70759,5.42544
2026-05-22 11:04:00,1.94764,1.52775,1.5758,10.19801,3.58074,3.91585,4.86127
2026-05-22 12:04:00,2.01183,1.53689,1.58505,10.49336,3.22842,3.63863,4.77485
2026-05-22 13:04:00,2.09616,1.88552,2.12651,10.46338,3.59533,3.75188,5.41525
2026-05-22 14:04:00,2.23391,1.75173,1.9667,10.3958,3.60473,3.41385,4.74577
2026-05-22 15:04:00,2.12941,1.76189,2.00355,10.75181,3.77319,3.58964,4.80433
2026-05-22 16:04:00,2.29606,1.93278,2.13022,10.8534,4.01088,3.59005,5.29142
2026-05-22 17:04:00,2.26489,1.88374,2.11825,10.7468,4.0724,3.61893,5.15249
2026-05-22 18:04:00,2.09242,1.96554,1.85583,10.29527,3.02694,3.40674,4.96945
2026-05-22 19:04:00,1.93408,1.70145,1.80066,10.29177,3.25781,3.45502,5.07988
2026-05-22 20:04:00,1.88358,1.90173,2.27475,10.35659,3.61382,3.71454,4.93578
2026-05-22 21:04:00,1.90141,2.08199,2.24709,9.99399,3.77773,3.66133,5.06187
2026-05-22 22:04:00,1.86718,1.90556,1.9559,10.25939,3.65021,3.78704,5.06281
2026-05-22 23:04:00,1.95378,1.8432,2.08319,10.35591,3.71999,3.69322,5.44233
2026-05-23 00:04:00,1.88686,1.72874,1.99848,10.86828,3.82024,3.59034,5.09112
2026-05-23 01:04:00,1.91487,1.82788,2.10333,10.34944,3.81605,3.59921,5.13385
2026-05-23 02:04:00,2.03218,1.86041,2.08663,10.65075,4.13065,3.71787,5.35418
2026-05-23 03:04:00,1.93949,1.95683,2.22462,10.65927,4.25201,3.74992,5.5968
2026-05-23 04:04:00,1.93613,1.91063,1.92945,10.77872,4.03147,3.9412,5.28066
2026-05-23 05:04:00,1.9175,1.87091,2.08788,10.46957,3.5973,3.53725,5.1366
2026-05-23 06:04:00,2.03372,2.05764,2.20599,10.23847,4.11478,3.50484,5.62918
2026-05-23 07:04:00,2.07455,2.18167,2.12068,10.39121,4.06693,3.7354,5.89916
2026-05-23 08:04:00,2.03309,2.03343,2.10516,10.33572,4.23187,3.63856,5.68642
2026-05-23 09:04:00,2.16987,1.84023,2.13521,10.72901,4.05064,4.04069,5.53744
2026-05-23 10:04:00,1.94466,1.79645,2.06678,10.24852,3.7409,3.63212,5.22675
2026-05-23 11:04:00,2.26746,2.00104,1.98214,10.5609,4.59205,3.89032,5.73871
2026-05-23 12:04:00,2.53049,2.47711,2.32838,10.51147,3.98563,3.59834,5.54172
2026-05-23 13:04:00,2.32606,2.08105,2.10149,10.47511,4.03989,3.67551,5.80495
2026-05-23 14:04:00,2.52324,2.12358,2.11532,10.31414,3.98906,3.78919,5.24999
2026-05-23 15:04:00,2.25852,1.89592,2.15678,10.43199,3.65588,3.82819,5.053
2026-05-23 16:04:00,2.09236,1.84548,1.88356,10.60116,3.42727,3.76542,5.38532
2026-05-23 17:04:00,2.09341,1.85652,2.08525,9.84257,3.74525,3.4252,4.88629
2026-05-23 18:04:00,2.07451,1.87489,2.11978,10.3073,3.66445,3.47303,5.44304
2026-05-23 19:04:00,2.0407,1.89468,1.82899,10.44532,3.87352,3.46291,5.78954
2026-05-23 20:04:00,2.05331,1.7122,1.83538,10.61741,3.37382,3.57483,5.29004
2026-05-23 21:04:00,2.01644,1.77869,1.99594,10.65458,3.44063,3.61584,5.30937
2026-05-23 22:04:00,2.05041,1.76078,1.9477,10.20882,3.62824,3.7242,5.39614
2026-05-23 23:04:00,2.04856,1.89286,2.0888,10.50794,3.87164,3.62606,5.26204
2026-05-24 00:04:00,2.04687,1.78977,2.08205,10.34854,3.61659,3.52809,5.1542
2026-05-24 01:04:00,2.06691,2.10853,2.18454,10.28645,3.85739,3.85002,5.70676
2026-05-24 02:04:00,2.20538,1.9598,2.2304,10.72744,3.89545,3.75845,5.25944
2026-05-24 03:04:00,2.20177,1.87337,2.16078,11.05585,3.90131,3.5237,5.2702
2026-05-24 04:04:00,2.06638,1.65393,1.9488,10.19053,3.46932,3.58134,4.77553
2026-05-24 05:04:00,1.99418,1.717,1.93974,10.64351,3.74171,3.55857,5.15828
2026-05-24 06:04:00,2.0533,2.00793,2.2086,11.02176,3.67433,3.63697,5.39756
2026-05-24 07:04:00,2.11906,2.09204,2.1419,11.11816,3.67784,3.82851,5.53377
2026-05-24 08:04:00,2.14731,1.85037,2.21436,10.946,4.02279,3.68432,5.72124
2026-05-24 09:04:00,2.0465,1.73532,2.00926,10.43832,3.65117,3.52404,5.24668
2026-05-24 10:04:00,2.03737,1.74328,1.96168,10.31914,3.53909,3.52243,4.69168
2026-05-24 11:04:00,2.08348,2.00179,2.29156,10.35952,3.9578,3.6892,5.19549
2026-05-24 12:04:00,2.10193,1.87933,2.13778,10.48861,3.9066,3.51195,5.16915
2026-05-24 13:04:00,2.44565,1.94204,2.11809,10.02072,4.14191,3.58263,5.16469
2026-05-24 14:04:00,2.30739,1.88816,2.16832,10.8518,4.20414,3.92437,5.66748
2026-05-24 15:04:00,2.16206,1.93382,2.05892,10.53407,3.66779,3.44467,5.10589
2026-05-24 16:04:00,1.95688,1.64005,1.68106,8.65132,3.38861,3.13571,4.33187
2026-05-24 17:04:00,2.31385,1.84584,2.0922,10.74825,3.49567,3.26873,4.33022
2026-05-24 18:04:00,2.21847,1.9483,2.16609,11.18758,3.82642,3.63869,4.76666
2026-05-24 19:04:00,2.16889,1.96377,2.05398,10.80692,3.6231,3.6465,5.39479
2026-05-24 20:04:00,2.02906,1.9066,2.0088,10.24257,3.6412,3.81253,5.1031
2026-05-24 21:04:00,2.01425,1.76157,1.93231,10.48378,3.7481,3.53122,4.96936
2026-05-24 22:04:00,2.09436,1.71324,2.02843,10.28449,3.34679,3.41746,4.72983
2026-05-24 23:04:00,1.91789,1.94839,2.02466,10.22105,3.6679,3.41369,5.26853
2026-05-25 00:04:00,1.98023,2.02388,2.11886,10.43948,4.01344,3.57757,5.13259
2026-05-25 01:04:00,2.13264,1.87257,2.10792,10.36191,4.53896,3.72358,5.52911
2026-05-25 02:04:00,2.15324,2.03475,1.94903,10.63355,4.20824,3.67337,5.84436
2026-05-25 03:04:00,2.05819,2.08947,2.00157,10.15752,3.92605,3.75821,5.65202
2026-05-25 04:04:00,2.0484,1.6997,1.95315,10.33182,3.54579,3.66966,5.08643
2026-05-25 05:04:00,1.93811,1.75273,1.71514,9.85185,3.46072,3.61231,4.93905
2026-05-25 06:04:00,1.88834,1.92281,1.96409,10.20291,4.11623,3.51813,5.41252
2026-05-25 07:04:00,2.16911,2.12361,2.13321,10.45261,4.1991,3.81986,5.88405
2026-05-25 08:04:00,2.10917,2.01486,1.98979,10.6873,3.75868,3.6198,5.63114
2026-05-25 09:04:00,2.08177,1.88,1.99191,10.56439,4.22634,3.73533,5.78068
2026-05-25 10:04:00,2.10617,1.83587,2.09022,10.31281,4.30167,3.49463,5.20811
2026-05-25 11:04:00,1.74678,1.65444,1.9678,10.40306,3.47974,3.51875,4.95811
2026-05-25 12:04:00,0.68125,0.56493,0.6923,2.44335,2.34115,1.38787,2.32381
2026-05-25 13:04:00,0.29873,0.14708,0.3916,1.0588,0.91723,0.37356,0.39523
2026-05-25 14:04:00,2.07481,2.00293,1.82869,10.56579,4.05247,3.59646,5.27973
2026-05-25 15:04:00,2.18841,1.87689,1.79548,10.50726,3.97452,3.71642,5.22068
2026-05-25 16:04:00,2.32017,2.14142,2.07865,10.69066,4.06271,3.87738,5.94633
2026-05-25 17:04:00,2.31377,2.01972,2.16796,11.08543,4.06094,4.03714,5.95859
2026-05-25 18:04:00,2.33569,1.82687,2.09848,10.92339,4.07142,3.62794,4.93579
2026-05-25 19:04:00,2.05641,1.8245,2.1197,10.59143,3.88009,3.65378,5.32982
2026-05-25 20:04:00,2.12395,1.98551,2.17971,10.43861,3.84941,3.68457,5.04722
2026-05-25 21:04:00,1.93981,1.71438,1.88665,10.22193,3.64102,3.54583,5.04808
2026-05-25 22:04:00,1.98791,1.72289,1.77523,10.04073,3.41508,3.61622,4.97529
2026-05-25 23:04:00,2.13534,1.78048,2.1128,10.21922,3.51827,3.54709,5.03417
2026-05-26 00:04:00,1.89602,1.80651,1.96091,10.31093,3.51528,3.60555,5.2961
2026-05-26 01:04:00,1.98093,1.75438,2.01404,10.14937,3.59736,3.6621,5.20956
2026-05-26 02:04:00,2.04219,1.8532,2.12499,10.56283,3.62424,3.84945,5.72924
2026-05-26 03:04:00,1.92208,1.88433,1.84545,10.00336,3.48221,3.7168,5.15547
2026-05-26 04:04:00,2.0281,1.75572,1.84186,10.57188,3.59877,3.81257,5.59081
2026-05-26 05:04:00,2.1179,1.90501,1.95911,10.66155,3.88941,3.7048,5.61845
2026-05-26 06:04:00,2.03546,1.91411,2.02514,10.55673,3.96659,3.60922,5.76977
2026-05-26 07:04:00,2.18721,1.82198,2.04045,10.42546,3.75366,3.59539,5.3253
2026-05-26 08:04:00,2.06499,1.90337,2.22337,10.54899,4.30632,3.74282,5.21986
2026-05-26 09:04:00,2.02265,2.06309,2.11773,10.58219,4.0509,3.68071,5.76304
2026-05-26 10:04:00,2.21403,2.15634,2.23532,10.93183,4.34026,3.86456,5.76412
2026-05-26 11:04:00,2.27608,1.85586,2.00333,10.7102,3.90749,3.75897,5.2101
2026-05-26 12:04:00,2.08902,1.87283,2.11988,11.20506,3.79318,3.7447,5.10764
2026-05-26 13:04:00,2.06899,1.79644,1.96703,10.79723,3.77243,3.58003,5.32248
2026-05-26 14:04:00,2.30271,1.96142,2.08431,11.14818,4.0585,3.62203,5.27426
2026-05-26 15:04:00,2.30932,2.16715,2.19079,11.35537,3.95893,3.80564,5.72623
2026-05-26 16:04:00,2.31744,2.07265,2.18938,11.13951,4.27595,3.88659,5.53434
2026-05-26 17:04:00,2.32756,1.9772,2.25384,11.05412,4.23458,3.79194,5.35332
2026-05-26 18:04:00,2.33701,1.73251,1.94705,10.7884,4.04545,3.74483,4.89834
2026-05-26 19:04:00,2.23781,1.97101,1.97988,11.13924,4.08104,3.61012,5.30718
2026-05-26 20:04:00,2.33601,1.89673,2.19643,10.42317,3.96201,3.74803,5.06264
2026-05-26 21:04:00,2.34162,1.98076,2.22087,10.98338,4.05184,3.75698,5.89738
2026-05-26 22:04:00,2.26369,2.06304,2.33003,10.57904,4.28744,3.61535,5.49559
2026-05-26 23:04:00,2.21687,2.04768,2.1171,10.87503,4.13088,3.70748,5.73732
2026-05-27 00:04:00,2.14086,1.81795,2.04816,10.70559,3.74652,3.54951,5.31736
2026-05-27 01:04:00,1.9225,1.86786,2.03066,10.70963,3.87271,3.50318,5.24101
2026-05-27 02:04:00,2.19283,2.00599,2.24281,10.84646,3.95654,3.55604,5.43992
2026-05-27 03:04:00,2.11665,1.95187,2.08246,10.30248,3.83115,3.60635,5.18712
2026-05-27 04:04:00,2.15295,1.87795,1.85266,10.48001,3.86937,3.61787,5.28363
2026-05-27 05:04:00,2.31089,1.7838,2.05275,10.61757,4.09087,3.48841,5.22378
2026-05-27 06:04:00,2.13276,1.81552,2.13243,10.65008,4.03235,3.81319,5.63877
2026-05-27 07:04:00,1.98847,1.73096,1.92893,10.14357,3.57224,3.55565,5.10366
2026-05-27 08:04:00,1.94457,1.95802,1.93959,10.55617,3.99109,3.70482,5.8705
2026-05-27 09:04:00,1.95091,1.83299,2.02886,10.67986,4.21869,3.67974,5.62474
2026-05-27 10:04:00,2.0796,2.1731,1.98019,10.63066,3.87293,3.79887,5.60424
2026-05-27 11:04:00,2.02306,1.80509,1.8518,10.73967,3.86155,3.68271,5.55535
2026-05-27 12:04:00,2.0338,1.885,1.88012,10.64116,4.02854,3.62477,5.53037
2026-05-27 13:04:00,2.13411,1.71999,1.88829,9.98884,3.48065,3.50422,4.66131
2026-05-27 14:04:00,2.22098,1.72523,1.95973,10.71467,3.8889,3.53929,5.14391
2026-05-27 15:04:00,2.2786,1.86107,2.05167,10.85322,3.66283,3.49738,4.73975
2026-05-27 16:04:00,2.0952,1.95786,2.06615,10.68909,3.85909,3.38846,5.17243
2026-05-27 17:04:00,2.23246,1.8781,2.04366,10.59604,3.96839,3.68209,5.22325
2026-05-27 18:04:00,2.22859,1.89011,2.26036,10.6695,3.90236,3.58007,5.22074
2026-05-27 19:04:00,2.15776,1.79842,2.09751,10.53174,3.97985,3.66764,5.05717
2026-05-27 20:04:00,2.04556,1.8305,1.9841,10.67125,3.77919,3.50777,5.28539
2026-05-27 21:04:00,2.01071,1.8138,2.08766,10.34075,3.9254,3.32374,5.16716
2026-05-27 22:04:00,1.89467,1.68006,1.99538,10.16191,3.46865,3.45756,5.12769
2026-05-27 23:04:00,2.09427,1.90262,2.17841,10.46406,3.89436,3.71952,5.3141
2026-05-28 00:04:00,1.98993,1.57291,1.93708,9.9432,3.76907,3.53981,5.26802
2026-05-28 01:04:00,1.87213,1.98824,2.06337,10.46171,3.75084,3.54297,5.50519
2026-05-28 02:04:00,1.94524,1.90527,1.99051,9.76506,3.63536,3.49692,5.43387
2026-05-28 03:04:00,1.95851,1.73641,1.90464,10.36455,3.55445,3.62177,5.1111
2026-05-28 04:04:00,2.03071,2.06529,2.01489,10.02969,3.55515,3.632,5.36386
2026-05-28 05:04:00,1.86872,1.98729,1.91076,10.12224,3.87447,3.41504,5.73145
2026-05-28 06:04:00,1.84512,1.80381,1.80669,9.83682,3.43686,3.53042,5.03627
2026-05-28 07:04:00,1.81682,1.94751,1.99737,10.22262,3.66173,3.4408,5.41872
2026-05-28 08:04:00,2.10431,1.89042,2.16221,10.56607,3.82841,3.51838,5.24991
2026-05-28 09:04:00,2.07455,1.75803,2.29022,10.72316,4.17529,3.26351,4.91526
2026-05-28 10:04:00,2.29936,1.82717,2.3521,10.7509,4.13657,3.65852,5.05569
2026-05-28 11:04:00,2.01968,1.72465,2.1457,10.75543,3.93978,3.61264,5.0529
2026-05-28 12:04:00,1.95631,1.74405,1.97906,10.27534,3.83364,3.47537,5.24091
2026-05-28 13:04:00,2.04082,1.96418,2.06423,10.19497,3.7017,3.57696,5.3088
2026-05-28 14:04:00,2.25647,1.9495,2.2987,10.37971,3.81368,3.47575,4.66166
2026-05-28 15:04:00,2.29729,1.70934,2.05281,8.99721,3.45775,3.47411,3.33767
2026-05-28 16:04:00,1.11738,0.34296,1.03058,3.35561,1.99825,0.85307,1.25965
2026-05-28 17:04:00,1.34562,0.29547,0.97226,4.25694,2.87419,0.97966,1.47757
2026-05-28 18:04:00,1.26114,0.41205,1.16741,4.11032,2.86475,1.1932,1.50876
2026-05-28 19:04:00,1.26385,0.3681,1.19553,4.0203,2.6315,1.13872,1.76145
2026-05-28 20:04:00,1.2642,0.37127,1.15928,4.04571,2.76113,1.13642,1.78237
2026-05-28 21:04:00,1.25126,0.37976,1.20122,4.36868,2.74534,1.23063,2.03062
2026-05-28 22:04:00,2.23473,2.84575,2.19429,9.68585,4.08145,3.76237,6.42515
2026-05-28 23:04:00,2.12638,2.05258,2.17592,9.7739,3.81054,3.73415,4.93801
2026-05-29 00:04:00,2.10372,1.97082,2.19695,10.76152,3.70351,3.75281,5.11748
2026-05-29 01:04:00,2.10854,2.00848,2.13576,10.52669,3.79932,4.19373,5.50479
2026-05-29 02:04:00,1.88018,1.76617,1.94923,10.03871,3.57878,3.36954,5.34934
2026-05-29 03:04:00,1.85786,1.67174,1.92832,10.35708,3.71239,3.65988,5.02249
2026-05-29 04:04:00,1.94865,1.83705,2.18641,10.40201,3.84995,3.49008,5.10327
2026-05-29 05:04:00,2.22249,1.66824,2.28291,10.58009,4.31942,3.74224,5.05807
2026-05-29 06:04:00,2.07388,1.77585,2.13931,10.0995,3.82103,3.64209,4.77702
2026-05-29 07:04:00,1.70881,1.68878,1.95921,10.18864,3.60711,3.53293,5.37361
2026-05-29 08:04:00,1.95667,1.71771,1.89784,10.52397,3.61962,3.46484,4.88672
2026-05-29 09:04:00,1.92099,1.83349,1.99101,10.40782,3.88923,3.634,5.35595
2026-05-29 10:04:00,2.07478,1.72885,2.17584,10.61153,3.91382,3.71295,5.14962
2026-05-29 11:04:00,1.88364,1.63127,2.02417,10.43283,3.72677,3.43851,4.76269
2026-05-29 12:04:00,1.96337,1.68201,2.09849,10.58839,3.87981,3.44195,4.65414
2026-05-29 13:04:00,1.87949,1.62169,2.0216,10.56827,3.94864,3.6531,5.05594
2026-05-29 14:04:00,2.08508,1.56393,2.06955,10.31042,3.7648,3.67758,4.89048
2026-05-29 15:04:00,2.10006,1.66327,1.98457,10.57515,3.61595,3.5585,4.81503
2026-05-29 16:04:00,2.10124,1.79806,1.98906,10.31224,3.70359,3.54262,5.24534
2026-05-29 17:04:00,2.0474,1.86635,2.03074,10.50496,3.61457,3.36088,5.00505
2026-05-29 18:04:00,2.02006,1.72871,2.04702,10.33915,3.69643,3.56031,4.98107
2026-05-29 19:04:00,1.92268,1.69186,2.12106,10.4719,3.61764,3.53836,4.89641
2026-05-29 20:04:00,2.20614,2.29704,1.76743,9.51152,3.43339,3.87973,4.49077
2026-05-29 21:04:00,0.29473,0.14142,0.41741,1.23655,1.17167,0.51057,0.31242
2026-05-29 22:04:00,0.20317,0.12836,0.20403,0.50698,0.38854,0.28582,0.28204
2026-05-29 23:04:00,0.20133,0.13988,0.18017,0.53146,0.33364,0.32107,0.31818
2026-05-30 00:04:00,0.18872,0.12853,0.20057,0.44812,0.35362,0.25795,0.28181
2026-05-30 01:04:00,0.18449,0.13367,0.18691,0.55275,0.41777,0.33494,0.31766
2026-05-30 02:04:00,0.18166,0.12958,0.21414,0.49309,0.38897,0.23147,0.26183
2026-05-30 03:04:00,0.20724,0.1274,0.23045,0.4998,0.44188,0.26547,0.26638
2026-05-30 04:04:00,0.20096,0.11696,0.2095,0.49483,0.39161,0.24869,0.24151
2026-05-30 05:04:00,0.21785,0.14303,0.28425,0.60637,0.44348,0.35908,0.34131
2026-05-30 06:04:00,0.18378,0.10984,0.21593,0.51618,0.37429,0.25276,0.25729
2026-05-30 07:04:00,0.15894,0.12118,0.21496,0.46423,0.35571,0.23655,0.2584
2026-05-30 08:04:00,0.13387,0.08425,0.16213,0.41977,0.28388,0.1965,0.19939
2026-05-30 09:04:00,0.16523,0.09284,0.17018,0.45213,0.34326,0.20889,0.19476
2026-05-30 10:04:00,0.16004,0.0957,0.16492,0.44532,0.33092,0.19767,0.21657
2026-05-30 11:04:00,0.16327,0.08316,0.17268,0.48551,0.3398,0.2237,0.20656
2026-05-30 12:04:00,0.15735,0.08042,0.15766,0.417,0.30639,0.17616,0.18172
2026-05-30 13:04:00,0.14978,0.08513,0.17552,0.42168,0.34343,0.21815,0.20159
2026-05-30 14:04:00,0.15597,0.07835,0.17072,0.41195,0.29278,0.15633,0.19272
2026-05-30 15:04:00,0.15003,0.07453,0.16387,0.35195,0.25709,0.15588,0.16909
2026-05-30 16:04:00,0.17807,0.08393,0.16411,0.5105,0.34384,0.17162,0.17208
2026-05-30 17:04:00,0.14368,0.08591,0.15849,0.42039,0.32547,0.18102,0.16605
2026-05-30 18:04:00,0.15473,0.08205,0.17063,0.42933,0.33895,0.17996,0.17415
2026-05-30 19:04:00,2.04723,1.9891,2.08832,9.63636,4.00585,3.10188,4.75897
2026-05-30 20:04:00,1.9994,1.75335,2.19322,10.60793,3.66518,3.38295,4.45307
2026-05-30 21:04:00,2.00826,1.91154,2.18329,10.29397,3.97885,3.74547,5.09516
2026-05-30 22:04:00,2.06824,1.90179,2.06505,10.7376,3.8743,3.62159,5.58037
2026-05-30 23:04:00,1.91344,1.86212,2.0539,10.5289,3.76928,3.33673,5.17706
2026-05-31 00:04:00,1.87854,1.85569,2.06743,10.36641,3.79501,3.37766,5.27483
2026-05-31 01:04:00,1.98794,1.8512,2.17621,10.12163,3.97183,3.60528,4.49551
2026-05-31 02:04:00,1.97385,1.94625,2.11239,10.81882,4.02563,3.75465,5.53922
2026-05-31 03:04:00,2.03889,1.76031,2.08303,10.0718,4.46157,3.6995,4.90258
2026-05-31 04:04:00,2.23492,1.7858,1.96015,10.38661,4.26277,3.74512,5.3294
2026-05-31 05:04:00,2.04066,1.62728,1.88473,9.93079,3.68616,3.75565,4.97679
2026-05-31 06:04:00,2.16688,1.91634,2.17861,10.5493,4.66158,3.92518,5.60364
2026-05-31 07:04:00,2.02208,1.97966,1.94546,11.00197,4.18824,3.8464,5.23043
2026-05-31 08:04:00,2.34195,1.89152,2.36376,10.37164,4.57918,4.11408,5.25372
2026-05-31 09:04:00,2.07913,1.82812,2.24012,10.98183,4.04177,3.86485,5.32867
2026-05-31 10:04:00,2.3298,1.72934,2.34609,10.74377,4.61732,3.63106,5.05712
2026-05-31 11:04:00,2.06325,1.71328,2.0891,10.19075,3.84469,3.60913,4.67004
2026-05-31 12:04:00,2.00151,1.79054,2.0745,10.54238,3.74019,3.75351,4.95562
2026-05-31 13:04:00,2.00425,1.75734,2.04353,10.66262,3.71445,3.87068,5.06628
2026-05-31 14:04:00,2.13711,2.00545,2.30616,10.89213,4.12967,3.71662,5.17934
2026-05-31 15:04:00,2.15526,1.9517,2.34434,10.55152,3.90503,3.88521,5.14358
2026-05-31 16:04:00,0.29782,0.38386,0.43892,1.25213,1.15668,0.5589,0.92487
2026-05-31 17:04:00,0.26605,0.13693,0.41913,1.1341,1.01752,0.38873,0.35848
2026-05-31 18:04:00,0.30536,0.19074,0.4429,1.2175,1.00254,0.42053,0.42178
2026-05-31 19:04:00,0.20035,0.13678,0.21405,0.58046,0.38307,0.27278,0.31929
2026-05-31 20:04:00,0.19246,0.12635,0.21331,0.58173,0.40185,0.33591,0.34064
2026-05-31 21:04:00,0.23585,0.13533,0.22709,0.5844,0.40072,0.2929,0.2896
2026-05-31 22:04:00,0.20016,0.12121,0.21351,0.54805,0.40782,0.28425,0.27656
2026-05-31 23:04:00,0.19031,0.13494,0.19311,0.55221,0.36824,0.29042,0.31489
2026-06-01 00:04:00,0.21118,0.11974,0.20298,0.56516,0.44643,0.25916,0.24817
2026-06-01 01:04:00,0.19424,0.13481,0.19645,0.51185,0.3968,0.27913,0.29799
2026-06-01 02:04:00,0.21073,0.12771,0.22257,0.52318,0.43606,0.30986,0.31186
2026-06-01 03:04:00,0.20464,0.12613,0.20038,0.63018,0.38823,0.35401,0.36069
2026-06-01 04:04:00,0.17843,0.12333,0.20738,0.48883,0.41266,0.27737,0.29183
2026-06-01 05:04:00,0.19213,0.15162,0.18578,0.57919,0.45206,0.35184,0.36918
2026-06-01 06:04:00,0.18047,0.13728,0.17277,0.56527,0.41663,0.32038,0.32283
2026-06-01 07:04:00,0.2051,0.13919,0.21348,0.57304,0.47791,0.33399,0.32454
2026-06-01 08:04:00,0.19471,0.13428,0.20113,0.57296,0.42265,0.29833,0.32539
2026-06-01 09:04:00,0.19526,0.135,0.1933,0.5107,0.39576,0.2845,0.32549
2026-06-01 10:04:00,0.2025,0.13935,0.20745,0.57944,0.4114,0.3363,0.32746
2026-06-01 11:04:00,0.13222,0.11262,0.15629,0.40872,0.31912,0.24261,0.25018
2026-06-01 12:04:00,0.09905,0.06373,0.11417,0.32034,0.2714,0.12693,0.14314
2026-06-01 13:04:00,0.1297,0.07284,0.11312,0.27652,0.22441,0.13036,0.16196
2026-06-01 14:04:00,0.09086,0.06705,0.1127,0.28387,0.23402,0.12737,0.12808
2026-06-01 15:04:00,0.10064,0.06888,0.12061,0.29525,0.23713,0.12101,0.12555
2026-06-01 16:04:00,0.1005,0.06444,0.11484,0.28234,0.21857,0.13005,0.14524
2026-06-01 17:04:00,0.05804,0.05387,0.06752,0.1498,0.13099,0.07074,0.06795
2026-06-01 18:04:00,0.05534,0.05297,0.06889,0.12995,0.10891,0.07485,0.0725
2026-06-01 19:04:00,0.05986,0.05531,0.06818,0.15996,0.13685,0.07883,0.07206
2026-06-01 20:04:00,0.05748,0.05656,0.07009,0.17592,0.14823,0.08333,0.07386
2026-06-01 21:04:00,0.05465,0.05553,0.06761,0.13176,0.11178,0.07774,0.06745
2026-06-01 22:04:00,0.05833,0.05479,0.06546,0.12077,0.09923,0.08076,0.07809
2026-06-01 23:04:00,0.0603,0.05921,0.06196,0.11258,0.10193,0.06931,0.06461
2026-06-02 00:04:00,0.05753,0.05184,0.05813,0.10162,0.09293,0.06817,0.06646
2026-06-02 01:04:00,0.05571,0.0569,0.06506,0.12514,0.09707,0.06788,0.07217
2026-06-02 02:04:00,0.05693,0.0598,0.06243,0.1041,0.08774,0.06516,0.06774
2026-06-02 03:04:00,0.16116,0.13114,0.17779,0.49147,0.37647,0.32094,0.32092
2026-06-02 04:04:00,0.22451,0.15708,0.22072,0.63908,0.50486,0.41378,0.39739
2026-06-02 05:04:00,0.18533,0.15147,0.18871,0.55714,0.46354,0.41067,0.39506
2026-06-02 06:04:00,0.17661,0.12186,0.18926,0.49552,0.38889,0.31711,0.30956
2026-06-02 07:04:00,0.20666,0.14801,0.19899,0.65544,0.53674,0.40607,0.37928
2026-06-02 08:04:00,0.19493,0.14635,0.20763,0.50743,0.42484,0.36297,0.3554
2026-06-02 09:04:00,1.95381,2.1235,2.1549,8.88229,4.00244,3.09224,4.72419
2026-06-02 10:04:00,0.24725,0.14348,0.31752,1.04525,0.93482,0.45785,0.37517
2026-06-02 11:04:00,0.23765,0.15066,0.33073,1.009,0.91227,0.44452,0.38527
2026-06-02 12:04:00,0.16713,0.11839,0.1981,0.52671,0.38552,0.31997,0.30306
2026-06-02 13:04:00,0.1868,0.11785,0.19058,0.46504,0.36478,0.30059,0.28883
2026-06-02 14:04:00,0.1815,0.09961,0.16421,0.42721,0.33958,0.24766,0.2362
2026-06-02 15:04:00,0.16068,0.09193,0.15557,0.41962,0.31152,0.22098,0.22869
2026-06-02 16:04:00,0.13371,0.07805,0.15809,0.33828,0.29173,0.18886,0.18526
2026-06-02 17:04:00,0.15578,0.09498,0.13913,0.39284,0.29869,0.21978,0.22734
2026-06-02 18:04:00,0.16271,0.08685,0.14293,0.40792,0.27844,0.21522,0.21094
2026-06-02 19:04:00,0.1605,0.09325,0.16825,0.46198,0.32921,0.23876,0.2388
2026-06-02 20:04:00,0.1554,0.09412,0.16076,0.40116,0.32427,0.21842,0.23012
2026-06-02 21:04:00,0.15524,0.08169,0.16769,0.47342,0.36216,0.19494,0.19555
2026-06-02 22:04:00,0.15763,0.09456,0.15131,0.47014,0.34832,0.20927,0.20607
2026-06-02 23:04:00,0.17031,0.09342,0.16041,0.41375,0.33662,0.21921,0.22986
2026-06-03 00:04:00,0.15531,0.09307,0.14368,0.46613,0.35035,0.22094,0.22556
2026-06-03 01:04:00,0.14327,0.08271,0.1622,0.41108,0.32159,0.16844,0.1886
2026-06-03 02:04:00,0.1386,0.08655,0.16091,0.41212,0.32361,0.18979,0.18816
2026-06-03 03:04:00,0.18773,0.09822,0.15992,0.50963,0.3774,0.25063,0.24155
2026-06-03 04:04:00,0.15471,0.08974,0.14207,0.40354,0.30159,0.22182,0.22622
2026-06-03 05:04:00,0.15879,0.08097,0.15697,0.46023,0.3491,0.21099,0.21444
2026-06-03 06:04:00,0.1545,0.09134,0.16825,0.40966,0.33416,0.20555,0.20921
2026-06-03 07:04:00,0.17316,0.09788,0.16009,0.49881,0.37355,0.24803,0.25277
2026-06-03 08:04:00,0.1521,0.08203,0.15729,0.41955,0.33167,0.19313,0.19366
2026-06-03 09:04:00,0.15395,0.09725,0.15251,0.38269,0.3141,0.2141,0.22292
2026-06-03 10:04:00,0.17953,0.08944,0.16938,0.42978,0.35292,0.19801,0.22963
2026-06-03 11:04:00,0.13545,0.09361,0.16116,0.4269,0.33666,0.24561,0.23783
