"DateTime","10RH","11RV","10RV","1RV","2RH","3RV","9RV","11RH"
"2025-12-08 20:19:00",0.06015,0.07051,0.05293,0.21772,0.23578,0.21293,0.12492,0.02913
"2025-12-08 21:19:00",0.05942,0.05949,0.04616,0.2209,0.26658,0.21904,0.12449,0.02707
"2025-12-08 22:19:00",0.05372,0.05554,0.04228,0.24683,0.34206,0.21879,0.11275,0.0271
"2025-12-08 23:19:00",0.06031,0.06104,0.04301,0.23401,0.27899,0.21035,0.12166,0.02338
"2025-12-09 00:19:00",0.05851,0.06982,0.04381,0.22347,0.2663,0.20291,0.11517,0.02751
"2025-12-09 01:19:00",0.05884,0.06611,0.04854,0.21295,0.24823,0.2084,0.12192,0.02713
"2025-12-09 02:19:00",0.05874,0.06323,0.0637,0.22184,0.26819,0.19935,0.10806,0.02813
"2025-12-09 03:19:00",0.05108,0.04619,0.04916,0.24825,0.3201,0.2071,0.10592,0.02428
"2025-12-09 04:19:00",0.05718,0.06422,0.0467,0.24729,0.31456,0.20515,0.10818,0.02824
"2025-12-09 05:19:00",0.06168,0.07144,0.05673,0.23623,0.27632,0.2019,0.11057,0.02981
"2025-12-09 06:19:00",0.05475,0.06867,0.04873,0.23523,0.27026,0.19682,0.10752,0.03169
"2025-12-09 07:19:00",0.0541,0.04941,0.04518,0.24168,0.28935,0.19447,0.09878,0.02352
"2025-12-09 08:19:00",0.05358,0.07053,0.05351,0.24905,0.30122,0.19131,0.09967,0.02931
"2025-12-09 09:19:00",0.06027,0.06703,0.04974,0.22902,0.28313,0.20466,0.11681,0.0298
"2025-12-09 10:19:00",0.05643,0.05744,0.05148,0.23846,0.3074,0.19338,0.10328,0.02793
"2025-12-09 11:19:00",0.04793,0.06408,0.04361,0.21179,0.23376,0.18843,0.12206,0.02844
"2025-12-09 12:19:00",0.0033,0.01258,0.03147,0.01264,0.0096,0.00387,0.00566,0.02438
"2025-12-09 13:19:00",0.05621,0.0714,0.04717,0.20992,0.26518,0.20512,0.11187,0.02974
"2025-12-09 14:19:00",0.05591,0.06516,0.04069,0.21954,0.26626,0.21222,0.1121,0.02932
"2025-12-09 15:19:00",0.05835,0.05341,0.0401,0.21736,0.2634,0.22524,0.12099,0.024
"2025-12-09 16:19:00",0.05523,0.07208,0.04692,0.21188,0.2462,0.22575,0.12269,0.02462
"2025-12-09 17:19:00",0.05441,0.05404,0.04481,0.22922,0.28319,0.22243,0.116,0.02646
"2025-12-09 18:19:00",0.05505,0.06141,0.04178,0.23188,0.30632,0.22766,0.12062,0.02441
"2025-12-09 19:19:00",0.05816,0.06094,0.0459,0.22004,0.24335,0.21738,0.12253,0.02457
"2025-12-09 20:19:00",0.05413,0.05097,0.04294,0.20282,0.21566,0.20672,0.12443,0.02527
"2025-12-09 21:19:00",0.05521,0.05222,0.04911,0.21655,0.24588,0.20968,0.1121,0.0219
"2025-12-09 22:19:00",0.05409,0.05562,0.05298,0.24991,0.33162,0.21381,0.10978,0.02601
"2025-12-09 23:19:00",0.06651,0.06686,0.05414,0.24968,0.30754,0.21296,0.11378,0.02695
"2025-12-10 00:19:00",0.0661,0.06627,0.05398,0.25233,0.3051,0.21063,0.11459,0.02824
"2025-12-10 01:19:00",0.05741,0.06748,0.05147,0.22246,0.24157,0.20985,0.12502,0.02799
"2025-12-10 02:19:00",0.05385,0.05896,0.04635,0.22926,0.25896,0.19949,0.10625,0.02607
"2025-12-10 03:19:00",0.05236,0.06559,0.05204,0.22576,0.27073,0.20264,0.10028,0.02599
"2025-12-10 04:19:00",0.0623,0.07001,0.05666,0.22315,0.27304,0.19988,0.10583,0.03305
"2025-12-10 05:19:00",0.0567,0.06604,0.04662,0.22882,0.28289,0.19632,0.10163,0.02733
"2025-12-10 06:19:00",0.07216,0.07284,0.04018,0.21618,0.25307,0.21,0.11573,0.03065
"2025-12-10 07:19:00",0.06246,0.05238,0.04846,0.21169,0.24042,0.21431,0.1202,0.02571
"2025-12-10 08:19:00",0.05853,0.06253,0.04461,0.22992,0.2929,0.19755,0.098,0.02582
"2025-12-10 09:19:00",0.05951,0.06098,0.04019,0.32158,0.34521,0.20013,0.10331,0.02686
"2025-12-10 10:19:00",0.05902,0.065,0.04589,0.26787,0.33559,0.19531,0.09687,0.02731
"2025-12-10 11:19:00",0.06187,0.05759,0.04458,0.2629,0.34138,0.19887,0.09817,0.02593
"2025-12-10 12:19:00",0.05865,0.05487,0.05572,0.25824,0.33231,0.19852,0.10072,0.03005
"2025-12-10 13:19:00",0.06046,0.05043,0.04722,0.2473,0.28924,0.20208,0.10464,0.02461
"2025-12-10 14:19:00",0.05968,0.05461,0.04462,0.25078,0.31903,0.19784,0.09687,0.02266
"2025-12-10 15:19:00",0.06192,0.04879,0.04541,0.24355,0.31243,0.20446,0.10474,0.02351
"2025-12-10 16:19:00",0.06336,0.05537,0.04845,0.29751,0.29984,0.20377,0.10583,0.02322
"2025-12-10 17:19:00",0.0606,0.06904,0.04493,0.23359,0.25699,0.20273,0.10999,0.0252
"2025-12-10 18:19:00",0.05915,0.05774,0.0419,0.22839,0.25353,0.20589,0.111,0.02426
"2025-12-10 19:19:00",0.05693,0.05785,0.05075,0.24784,0.30166,0.20029,0.09996,0.02462
"2025-12-10 20:19:00",0.05896,0.06109,0.04168,0.25991,0.32793,0.203,0.10369,0.02406
"2025-12-10 21:19:00",0.06487,0.05598,0.04677,0.22725,0.26451,0.20764,0.11098,0.02586
"2025-12-10 22:19:00",0.06447,0.07036,0.0529,0.22996,0.2634,0.20575,0.11292,0.02544
"2025-12-10 23:19:00",0.06159,0.0574,0.0498,0.23621,0.28708,0.20219,0.10251,0.02377
"2025-12-11 00:19:00",0.05994,0.05878,0.04381,0.24303,0.28347,0.19749,0.10088,0.02595
"2025-12-11 01:19:00",0.07116,0.06623,0.04975,0.22675,0.25826,0.20734,0.11898,0.02705
"2025-12-11 02:19:00",0.05898,0.06743,0.04347,0.24278,0.30092,0.19369,0.09813,0.02496
"2025-12-11 03:19:00",0.05811,0.07108,0.04924,0.28181,0.35156,0.20029,0.09562,0.02618
"2025-12-11 04:19:00",0.06509,0.07728,0.05093,0.26556,0.32369,0.1951,0.09684,0.02527
"2025-12-11 05:19:00",0.06584,0.05404,0.04459,0.26417,0.31613,0.19414,0.10022,0.0231
"2025-12-11 06:19:00",0.06295,0.06796,0.04476,0.2258,0.25614,0.21144,0.12458,0.02544
"2025-12-11 07:19:00",0.06483,0.06683,0.04682,0.23141,0.30043,0.20167,0.1074,0.0241
"2025-12-11 08:19:00",0.05998,0.07144,0.05068,0.25535,0.33817,0.19367,0.09536,0.02576
"2025-12-11 09:19:00",0.06294,0.06856,0.05066,0.28042,0.32836,0.19628,0.09604,0.02431
"2025-12-11 10:19:00",0.06324,0.08455,0.04704,0.25744,0.31043,0.19132,0.09718,0.02497
"2025-12-11 11:19:00",0.06463,0.05762,0.04915,0.24935,0.29062,0.19843,0.10578,0.02579
"2025-12-11 12:19:00",0.05702,0.0624,0.04936,0.25426,0.32072,0.20249,0.10036,0.0229
"2025-12-11 13:19:00",0.05716,0.04328,0.04908,0.25811,0.34565,0.21287,0.10452,0.02082
"2025-12-11 14:19:00",0.06245,0.05453,0.05386,0.27767,0.31547,0.21749,0.11455,0.02287
"2025-12-11 15:19:00",0.06085,0.06447,0.04493,0.22059,0.27585,0.2057,0.11124,0.02095
"2025-12-11 16:19:00",0.06217,0.06368,0.04971,0.21384,0.25714,0.20954,0.11436,0.02443
"2025-12-11 17:19:00",0.05576,0.05883,0.04269,0.2289,0.29154,0.20477,0.10336,0.02406
"2025-12-11 18:19:00",0.05929,0.06319,0.04808,0.23697,0.31321,0.20826,0.10873,0.02466
"2025-12-11 19:19:00",0.06274,0.06245,0.05388,0.22261,0.27164,0.20728,0.11143,0.02498
"2025-12-11 20:19:00",0.06047,0.06649,0.04999,0.20657,0.25114,0.20784,0.12075,0.03175
"2025-12-11 21:19:00",0.06005,0.05184,0.04472,0.21679,0.27434,0.20533,0.10839,0.0262
"2025-12-11 22:19:00",0.06004,0.07413,0.05446,0.23232,0.30097,0.20512,0.10627,0.02851
"2025-12-11 23:19:00",0.06209,0.07666,0.04084,0.22644,0.28118,0.20759,0.11197,0.02475
"2025-12-12 00:19:00",0.06216,0.07513,0.05423,0.21341,0.26356,0.20825,0.11831,0.03071
"2025-12-12 01:19:00",0.05843,0.05712,0.04636,0.23732,0.30773,0.20595,0.10296,0.02704
"2025-12-12 02:19:00",0.05653,0.05073,0.0496,0.26463,0.35693,0.2078,0.1012,0.02357
"2025-12-12 03:19:00",0.05913,0.05657,0.05721,0.25293,0.32481,0.20179,0.10326,0.02385
"2025-12-12 04:19:00",0.06341,0.04845,0.04972,0.24689,0.302,0.19928,0.1003,0.02344
"2025-12-12 05:19:00",0.05942,0.06663,0.05688,0.21528,0.27331,0.20797,0.12976,0.02656
"2025-12-12 06:19:00",0.06273,0.06861,0.04748,0.21798,0.29786,0.20863,0.11801,0.02389
"2025-12-12 07:19:00",0.05663,0.06335,0.04975,0.26533,0.37481,0.20306,0.09886,0.0254
"2025-12-12 08:19:00",0.0657,0.05207,0.06003,0.25877,0.31387,0.19562,0.09762,0.02286
"2025-12-12 09:19:00",0.06326,0.06875,0.05156,0.24152,0.29437,0.19957,0.11043,0.0215
"2025-12-12 10:19:00",0.06319,0.05274,0.04569,0.23948,0.31049,0.19711,0.1003,0.02068
"2025-12-12 11:19:00",0.0642,0.07717,0.05291,0.23582,0.31088,0.19944,0.10809,0.02657
"2025-12-12 12:19:00",0.06294,0.06186,0.03818,0.23225,0.31931,0.19812,0.1051,0.02103
"2025-12-12 13:19:00",0.06235,0.06022,0.05089,0.22729,0.30922,0.1984,0.10284,0.02319
"2025-12-12 14:19:00",0.06441,0.06206,0.04142,0.22245,0.28443,0.2038,0.11354,0.02174
"2025-12-12 15:19:00",0.06105,0.05597,0.03854,0.24988,0.32511,0.19529,0.09703,0.02274
"2025-12-12 16:19:00",0.06639,0.08257,0.04585,0.23679,0.29607,0.20039,0.10328,0.02674
"2025-12-12 17:19:00",0.06913,0.05158,0.04634,0.24476,0.30493,0.19993,0.10113,0.02491
"2025-12-12 18:19:00",0.06752,0.0669,0.04005,0.2468,0.30393,0.20044,0.10211,0.02399
"2025-12-12 19:19:00",0.00228,0.00674,0.03203,0.00735,0.00806,0.00311,0.00413,0.01823
"2025-12-12 20:19:00",0.06542,0.0656,0.04667,0.22379,0.31178,0.1947,0.10022,0.02668
"2025-12-12 21:19:00",0.06072,0.07255,0.04812,0.23921,0.32677,0.19419,0.0964,0.02666
"2025-12-12 22:19:00",0.06516,0.05967,0.05005,0.24082,0.30186,0.19598,0.10103,0.02308
"2025-12-12 23:19:00",0.07275,0.07445,0.0486,0.22859,0.27731,0.20703,0.1163,0.02749
"2025-12-13 00:19:00",0.06938,0.05871,0.04642,0.22451,0.28874,0.20604,0.11511,0.02602
"2025-12-13 01:19:00",0.06082,0.06148,0.04739,0.24309,0.32143,0.19486,0.10025,0.02567
"2025-12-13 02:19:00",0.05495,0.06672,0.04528,0.27644,0.37342,0.20237,0.09828,0.02432
"2025-12-13 03:19:00",0.06081,0.06892,0.04879,0.26261,0.32777,0.1975,0.10169,0.02374
"2025-12-13 04:19:00",0.06136,0.06719,0.04351,0.23405,0.27182,0.20851,0.11827,0.02342
"2025-12-13 05:19:00",0.05904,0.06207,0.04509,0.23594,0.30302,0.19781,0.09776,0.02568
"2025-12-13 06:19:00",0.05497,0.08344,0.04019,0.32307,0.36327,0.20347,0.10347,0.02762
"2025-12-13 07:19:00",0.06082,0.06283,0.04274,0.24997,0.28784,0.20047,0.10495,0.02267
"2025-12-13 08:19:00",0.05855,0.06557,0.0434,0.24934,0.30927,0.19826,0.09857,0.02204
"2025-12-13 09:19:00",0.05497,0.05003,0.04704,0.26521,0.34418,0.20268,0.09953,0.02303
"2025-12-13 10:19:00",0.06557,0.07171,0.04792,0.24742,0.29034,0.20137,0.10618,0.02598
"2025-12-13 11:19:00",0.06568,0.11325,0.04885,0.23237,0.26658,0.21104,0.12315,0.02771
"2025-12-13 12:19:00",0.06049,0.07165,0.05013,0.21498,0.26334,0.20896,0.12366,0.0208
"2025-12-13 13:19:00",0.05725,0.07024,0.05422,0.26188,0.36784,0.20381,0.10203,0.02702
"2025-12-13 14:19:00",0.06486,0.06188,0.0503,0.25313,0.33179,0.20529,0.10678,0.02402
"2025-12-13 15:19:00",0.06423,0.06081,0.04581,0.23267,0.29243,0.20933,0.10866,0.02445
"2025-12-13 16:19:00",0.06145,0.06765,0.04143,0.22575,0.2833,0.20526,0.1082,0.02622
"2025-12-13 17:19:00",0.05935,0.0568,0.05112,0.23284,0.30281,0.21159,0.10679,0.02408
"2025-12-13 18:19:00",0.05625,0.05649,0.05317,0.25564,0.35396,0.21689,0.10999,0.02611
"2025-12-13 19:19:00",0.05868,0.05487,0.04536,0.24313,0.32615,0.21433,0.11457,0.02278
"2025-12-13 20:19:00",0.05947,0.07064,0.04727,0.2388,0.28871,0.21031,0.12142,0.02333
"2025-12-13 21:19:00",0.05995,0.05596,0.04914,0.22762,0.26163,0.20642,0.11554,0.02462
"2025-12-13 22:19:00",0.06074,0.07476,0.04916,0.21688,0.24767,0.20941,0.11776,0.02197
"2025-12-13 23:19:00",0.06158,0.06812,0.04838,0.22414,0.26779,0.20722,0.11305,0.02475
"2025-12-14 00:19:00",0.05952,0.0521,0.04045,0.23133,0.25871,0.20714,0.11408,0.023
"2025-12-14 01:19:00",0.05782,0.05308,0.04574,0.23118,0.25479,0.20833,0.11642,0.02376
"2025-12-14 02:19:00",0.05745,0.05999,0.04587,0.24385,0.28587,0.19991,0.10457,0.02672
"2025-12-14 03:19:00",0.05863,0.05517,0.06467,0.24277,0.28342,0.19986,0.10289,0.02232
"2025-12-14 04:19:00",0.06054,0.06169,0.05058,0.26026,0.31533,0.19642,0.10283,0.03047
"2025-12-14 05:19:00",0.05418,0.05832,0.05813,0.26561,0.32698,0.19856,0.09891,0.02481
"2025-12-14 06:19:00",0.05717,0.04862,0.04745,0.26799,0.32003,0.19797,0.09831,0.02149
"2025-12-14 07:19:00",0.05587,0.05277,0.04822,0.26023,0.28877,0.20081,0.10585,0.02625
"2025-12-14 08:19:00",0.05888,0.06179,0.0476,0.24009,0.30587,0.19708,0.1007,0.02653
"2025-12-14 09:19:00",0.0638,0.0752,0.04618,0.23938,0.30481,0.20283,0.1131,0.027
"2025-12-14 10:19:00",0.05975,0.05845,0.04429,0.23447,0.32795,0.198,0.10109,0.02269
"2025-12-14 11:19:00",0.06008,0.0739,0.05627,0.22403,0.32866,0.20426,0.11314,0.02788
"2025-12-14 12:19:00",0.05918,0.04451,0.03941,0.2169,0.29368,0.20723,0.11321,0.022
"2025-12-14 13:19:00",0.05795,0.06216,0.04987,0.24262,0.31816,0.20091,0.10406,0.02615
"2025-12-14 14:19:00",0.05609,0.06578,0.04048,0.24406,0.31565,0.20541,0.10112,0.02363
"2025-12-14 15:19:00",0.05466,0.05429,0.04632,0.25268,0.35341,0.21148,0.10505,0.02388
"2025-12-14 16:19:00",0.0582,0.05878,0.04495,0.26281,0.27425,0.20811,0.11397,0.02168
"2025-12-14 17:19:00",0.05848,0.05935,0.03969,0.23876,0.25149,0.2106,0.12099,0.02289
"2025-12-14 18:19:00",0.05659,0.07713,0.04595,0.2251,0.26352,0.20382,0.11035,0.02425
"2025-12-14 19:19:00",0.05413,0.06624,0.04887,0.26544,0.35304,0.21331,0.10677,0.02558
"2025-12-14 20:19:00",0.05561,0.04848,0.04205,0.25633,0.30427,0.20742,0.1081,0.01984
"2025-12-14 21:19:00",0.06193,0.06436,0.04676,0.22785,0.27274,0.20476,0.11009,0.02717
"2025-12-14 22:19:00",0.05834,0.06077,0.04017,0.22298,0.2623,0.2028,0.11036,0.02014
"2025-12-14 23:19:00",0.05844,0.05749,0.04281,0.22418,0.27775,0.20191,0.10815,0.02359
"2025-12-15 00:19:00",0.05469,0.0456,0.05034,0.24801,0.31482,0.20022,0.09725,0.02378
"2025-12-15 01:19:00",0.06227,0.06412,0.04236,0.23426,0.275,0.19846,0.10258,0.02204
"2025-12-15 02:19:00",0.0612,0.06757,0.04442,0.22731,0.28771,0.20006,0.10595,0.02528
"2025-12-15 03:19:00",0.06731,0.06756,0.04096,0.21953,0.28343,0.20464,0.11478,0.02428
"2025-12-15 04:19:00",0.06104,0.06444,0.0445,0.21491,0.29268,0.20447,0.11301,0.02329
"2025-12-15 05:19:00",0.05748,0.0533,0.04139,0.22817,0.31666,0.19706,0.10067,0.02463
"2025-12-15 06:19:00",0.05877,0.08778,0.04541,0.28129,0.31802,0.19481,0.09961,0.02983
"2025-12-15 07:19:00",0.0659,0.06231,0.04141,0.243,0.30006,0.19702,0.09792,0.02467
"2025-12-15 08:19:00",0.06002,0.06547,0.04473,0.24435,0.29663,0.20066,0.10672,0.02514
"2025-12-15 09:19:00",0.0473,0.08409,0.04662,0.1911,0.18656,0.108,0.06394,0.03215
"2025-12-15 10:19:00",0.06099,0.06107,0.04375,0.20136,0.292,0.20649,0.12098,0.02454
"2025-12-15 11:19:00",0.05631,0.05681,0.04113,0.20538,0.29217,0.20423,0.11546,0.0225
"2025-12-15 12:19:00",0.05167,0.05791,0.04906,0.26256,0.33965,0.19616,0.09964,0.02259
"2025-12-15 13:19:00",0.05557,0.04733,0.0417,0.22895,0.31502,0.20273,0.10277,0.02314
"2025-12-15 14:19:00",0.06084,0.06062,0.04654,0.21035,0.27503,0.20808,0.11718,0.02223
"2025-12-15 15:19:00",0.05606,0.04782,0.05552,0.22001,0.2687,0.20785,0.10836,0.02159
"2025-12-15 16:19:00",0.05088,0.07137,0.04588,0.25558,0.37233,0.20879,0.10318,0.02624
"2025-12-15 17:19:00",0.05289,0.05429,0.04076,0.23144,0.319,0.21679,0.1139,0.02244
"2025-12-15 18:19:00",0.05525,0.06306,0.04912,0.22869,0.28362,0.21152,0.11298,0.02542
"2025-12-15 19:19:00",0.05449,0.0717,0.03768,0.24519,0.31683,0.20937,0.11128,0.02203
"2025-12-15 20:19:00",0.05591,0.06274,0.03847,0.23663,0.30186,0.20766,0.11074,0.02127
"2025-12-15 21:19:00",0.05472,0.06638,0.04134,0.23757,0.30382,0.20634,0.10825,0.02167
"2025-12-15 22:19:00",0.0527,0.052,0.04491,0.24176,0.31984,0.20712,0.10698,0.02376
"2025-12-15 23:19:00",0.05422,0.05742,0.04124,0.24447,0.31804,0.20435,0.10581,0.02278
"2025-12-16 00:19:00",0.05744,0.07131,0.04304,0.24048,0.28939,0.20338,0.11201,0.02072
"2025-12-16 01:19:00",0.05462,0.04172,0.03959,0.22767,0.27864,0.20367,0.10922,0.02087
"2025-12-16 02:19:00",0.05737,0.05475,0.0511,0.21951,0.26762,0.206,0.11384,0.0233
"2025-12-16 03:19:00",0.05475,0.05376,0.04634,0.22728,0.28951,0.20133,0.10788,0.01946
"2025-12-16 04:19:00",0.05723,0.0478,0.04285,0.225,0.28398,0.20353,0.11368,0.01968
"2025-12-16 05:19:00",0.05619,0.06315,0.03858,0.23038,0.28416,0.19744,0.10454,0.02129
"2025-12-16 06:19:00",0.05929,0.06301,0.04431,0.23377,0.28887,0.19689,0.10824,0.02678
"2025-12-16 07:19:00",0.06305,0.0585,0.05169,0.24869,0.30958,0.19358,0.09948,0.02313
"2025-12-16 08:19:00",0.06308,0.06232,0.04584,0.22204,0.27531,0.20771,0.12576,0.03791
"2025-12-16 09:19:00",0.00174,0.00193,0.01082,0.00267,0.00257,0.00167,0.00194,0.00326
"2025-12-16 10:19:00",0.00166,0.00199,0.00947,0.00292,0.00239,0.00146,0.00201,0.00259
"2025-12-16 11:19:00",0.00168,0.00197,0.01109,0.00244,0.00245,0.00154,0.00219,0.00252
"2025-12-16 12:19:00",0.00682,0.00461,0.0087,0.04599,0.05552,0.38684,0.33091,0.00281
"2025-12-16 13:19:00",0.00154,0.00179,0.00841,0.00209,0.00221,0.0016,0.00215,0.00206
"2025-12-16 14:19:00",0.00159,0.00185,0.00668,0.00206,0.00225,0.00153,0.00205,0.00243
"2025-12-16 15:19:00",0.00171,0.00182,0.0074,0.00317,0.00323,0.00178,0.00274,0.00241
"2025-12-16 16:19:00",0.00172,0.0022,0.00881,0.00494,0.00346,0.00165,0.00332,0.00243
"2025-12-16 17:19:00",0.00198,0.00526,0.01138,0.00649,0.00523,0.00249,0.00381,0.00495
"2025-12-16 18:19:00",0.06184,0.06941,0.04713,0.19814,0.21879,0.17299,0.10334,0.02526
"2025-12-16 19:19:00",0.05544,0.07274,0.04961,0.21199,0.23431,0.18671,0.10165,0.02917
"2025-12-16 20:19:00",0.05655,0.05797,0.03991,0.2291,0.23505,0.19481,0.10041,0.0226
"2025-12-16 21:19:00",0.05558,0.05921,0.06434,0.21237,0.1946,0.19781,0.11068,0.02254
"2025-12-16 22:19:00",0.05225,0.0518,0.05371,0.24007,0.21711,0.20072,0.10374,0.02165
"2025-12-16 23:19:00",0.05641,0.05025,0.04247,0.23252,0.2095,0.20447,0.10858,0.02126
"2025-12-17 00:19:00",0.05776,0.06232,0.0514,0.25377,0.22978,0.20646,0.10853,0.02166
"2025-12-17 01:19:00",0.0583,0.05352,0.04035,0.23815,0.21906,0.20612,0.11077,0.02189
"2025-12-17 02:19:00",0.06142,0.08025,0.04488,0.23035,0.19825,0.20493,0.11014,0.02282
"2025-12-17 03:19:00",0.0576,0.05107,0.04685,0.23497,0.21253,0.20712,0.10778,0.02048
"2025-12-17 04:19:00",0.06022,0.05741,0.0509,0.24349,0.25329,0.206,0.11249,0.02226
"2025-12-17 05:19:00",0.06124,0.03901,0.04567,0.24084,0.21529,0.20819,0.10884,0.02107
"2025-12-17 06:19:00",0.06217,0.06014,0.04828,0.24734,0.20962,0.20795,0.11097,0.02205
"2025-12-17 07:19:00",0.05687,0.04758,0.04139,0.23938,0.20195,0.20761,0.11138,0.02224
"2025-12-17 08:19:00",0.05915,0.04718,0.05258,0.24291,0.21086,0.20876,0.11125,0.02146
"2025-12-17 09:19:00",0.05916,0.04552,0.04169,0.25356,0.24729,0.21502,0.11227,0.02117
"2025-12-17 10:19:00",0.05961,0.05512,0.04412,0.25583,0.24915,0.21143,0.11361,0.02156
"2025-12-17 11:19:00",0.05741,0.06041,0.05359,0.28072,0.25444,0.20877,0.10322,0.02541
"2025-12-17 12:19:00",0.05857,0.05583,0.05593,0.24721,0.2336,0.21413,0.11681,0.02601
"2025-12-17 13:19:00",0.0584,0.0612,0.04851,0.25971,0.24571,0.2164,0.11172,0.02389
"2025-12-17 14:19:00",0.05627,0.05017,0.04369,0.27369,0.31039,0.20931,0.10232,0.02095
"2025-12-17 15:19:00",0.06089,0.05725,0.03992,0.23805,0.23531,0.21564,0.12059,0.02009
"2025-12-17 16:19:00",0.06119,0.05481,0.03727,0.22362,0.19877,0.21158,0.11507,0.02038
"2025-12-17 17:19:00",0.06258,0.06804,0.04287,0.22448,0.20508,0.20955,0.11163,0.02491
"2025-12-17 18:19:00",0.05893,0.06014,0.03587,0.25039,0.25497,0.21546,0.11169,0.02096
"2025-12-17 19:19:00",0.0584,0.05151,0.03763,0.2426,0.24068,0.21592,0.11327,0.02189
"2025-12-17 20:19:00",0.06091,0.07082,0.04038,0.2338,0.22043,0.21214,0.11567,0.02269
"2025-12-17 21:19:00",0.0606,0.05475,0.05137,0.24572,0.25761,0.21414,0.1122,0.02222
"2025-12-17 22:19:00",0.06261,0.05804,0.0333,0.21404,0.18892,0.21396,0.12319,0.02016
"2025-12-17 23:19:00",0.06264,0.0615,0.04239,0.22167,0.19295,0.20594,0.11168,0.02155
"2025-12-18 00:19:00",0.0608,0.0604,0.04495,0.23528,0.21028,0.20454,0.106,0.02115
"2025-12-18 01:19:00",0.06106,0.05897,0.0474,0.22903,0.20055,0.20232,0.1052,0.0214
"2025-12-18 02:19:00",0.06146,0.05759,0.03877,0.28455,0.2146,0.20395,0.1067,0.02341
"2025-12-18 03:19:00",0.06072,0.05158,0.0408,0.23756,0.21558,0.20566,0.1067,0.02291
"2025-12-18 04:19:00",0.06261,0.06022,0.0326,0.24982,0.21562,0.20725,0.10803,0.02634
"2025-12-18 05:19:00",0.06251,0.0448,0.04737,0.23244,0.20509,0.20297,0.10664,0.02244
"2025-12-18 06:19:00",0.06343,0.05498,0.03612,0.23297,0.19457,0.20358,0.11251,0.02315
"2025-12-18 07:19:00",0.05983,0.04671,0.03752,0.23362,0.20667,0.20381,0.11065,0.02212
"2025-12-18 08:19:00",0.06047,0.06253,0.05065,0.31389,0.22942,0.19846,0.10286,0.02276
"2025-12-18 09:19:00",0.06055,0.05069,0.05208,0.24421,0.21292,0.20315,0.10385,0.02284
"2025-12-18 10:19:00",0.06038,0.04308,0.05332,0.26033,0.2274,0.20012,0.1032,0.02198
"2025-12-18 11:19:00",0.05055,0.05249,0.04805,0.25256,0.22122,0.20129,0.1062,0.0234
"2025-12-18 12:19:00",0.05503,0.03022,0.05294,0.23403,0.21169,0.20367,0.10826,0.02262
"2025-12-18 13:19:00",0.05022,0.02911,0.04899,0.22549,0.20405,0.20537,0.10968,0.021
"2025-12-18 14:19:00",0.05169,0.03322,0.05066,0.22768,0.19448,0.2068,0.11028,0.02283
"2025-12-18 15:19:00",0.0511,0.03531,0.04988,0.22808,0.19856,0.20794,0.11249,0.0253
"2025-12-18 16:19:00",0.05184,0.02809,0.05127,0.21892,0.18923,0.20989,0.11713,0.0223
"2025-12-18 17:19:00",0.05136,0.03228,0.04951,0.23041,0.20245,0.20482,0.10977,0.02181
"2025-12-18 18:19:00",0.05145,0.03832,0.04954,0.26424,0.21791,0.21094,0.11083,0.02637
"2025-12-18 19:19:00",0.04976,0.02919,0.0485,0.22363,0.19419,0.20788,0.11391,0.01923
"2025-12-18 20:19:00",0.05432,0.03238,0.0526,0.2286,0.20094,0.20615,0.11404,0.02549
"2025-12-18 21:19:00",0.05165,0.02898,0.04843,0.24334,0.23444,0.20993,0.10963,0.023
"2025-12-18 22:19:00",0.04986,0.03388,0.04699,0.28492,0.24423,0.20953,0.1133,0.02224
"2025-12-18 23:19:00",0.05375,0.02704,0.04996,0.25232,0.24824,0.20763,0.1099,0.02155
"2025-12-19 00:19:00",0.05153,0.02748,0.04858,0.25836,0.23813,0.20534,0.10823,0.02274
"2025-12-19 01:19:00",0.05058,0.03552,0.04872,0.24681,0.22203,0.2057,0.10718,0.02911
"2025-12-19 02:19:00",0.04953,0.03255,0.04699,0.26776,0.25958,0.1996,0.10154,0.02688
"2025-12-19 03:19:00",0.05289,0.03608,0.04998,0.25031,0.23511,0.20605,0.11255,0.02397
"2025-12-19 04:19:00",0.05614,0.02918,0.05165,0.241,0.2038,0.20299,0.10852,0.02237
"2025-12-19 05:19:00",0.05461,0.02825,0.05375,0.21983,0.19894,0.21228,0.1251,0.02163
"2025-12-19 06:19:00",0.05391,0.03069,0.05314,0.23517,0.2043,0.20409,0.11204,0.0231
"2025-12-19 07:19:00",0.05518,0.03171,0.05309,0.25328,0.22578,0.19945,0.10469,0.02425
"2025-12-19 08:19:00",0.0513,0.03257,0.05006,0.30178,0.22093,0.20345,0.10927,0.02433
"2025-12-19 09:19:00",0.05231,0.03283,0.04991,0.25074,0.22434,0.20232,0.10621,0.02169
"2025-12-19 10:19:00",0.0508,0.04052,0.04906,0.24848,0.22142,0.20329,0.10971,0.0248
"2025-12-19 11:19:00",0.05408,0.03502,0.05245,0.24036,0.23479,0.20291,0.11315,0.02214
"2025-12-19 12:19:00",0.04903,0.03308,0.04695,0.2553,0.2311,0.20029,0.10367,0.02353
"2025-12-19 13:19:00",0.05128,0.03601,0.04875,0.2588,0.23281,0.20208,0.10495,0.02627
"2025-12-19 14:19:00",0.05986,0.04231,0.05688,0.2523,0.22157,0.20268,0.11173,0.03313
